YEAR,MO,DY,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1991,4,2,26.21,18.82,13.85,65.06,29.92,99.17,3.92
1991,4,3,26.36,19.36,14.22,67.19,8.23,99.33,2.75
1991,4,4,26.08,17.38,12.57,60.81,0.77,99.19,4.2
1991,4,5,27.51,17.26,12.57,55.31,0.18,99.15,2.91
1991,4,6,27.17,17.12,12.39,56.44,0.21,99.27,3.3
1991,4,7,25.27,15.94,11.47,58.25,0.51,99.28,2.72
1991,4,8,25.64,16.58,11.96,59.81,0.57,99.17,3.63
1991,4,9,26.62,15.33,11.05,52.38,0.24,99.19,3.38
1991,4,10,25.51,13.93,10.07,51.5,0.55,99.12,3.87
1991,4,11,24.58,12.35,9.09,49.56,10.88,99.12,3.41
1991,4,12,24.91,11.86,8.79,47.44,0.14,99.27,2.64
1991,4,13,25.73,11.63,8.67,45.12,0.06,99.41,2.98
1991,4,14,26.84,13.02,9.58,45.69,0.0,99.27,2.86
1991,4,15,27.62,14.16,10.25,46.75,0.08,98.94,3.55
1991,4,16,27.9,11.53,8.67,40.31,0.01,98.71,3.72
1991,4,17,26.1,8.23,7.02,37.94,7.89,98.94,3.73
1991,4,18,25.69,6.78,6.35,34.75,0.0,99.13,3.41
1991,4,19,25.51,5.54,5.8,32.0,0.0,99.18,3.28
1991,4,20,25.96,5.91,6.04,32.69,0.04,99.12,3.23
1991,4,21,26.66,6.44,6.23,32.25,0.09,99.14,3.39
1991,4,22,27.55,10.51,8.12,37.0,0.0,99.17,3.39
1991,4,23,28.83,13.89,10.19,42.31,0.31,99.3,2.9
1991,4,24,27.51,16.48,11.9,52.0,11.67,99.31,3.07
1991,4,25,28.37,18.19,13.24,57.12,2.5,99.11,2.16
1991,4,26,29.15,15.97,11.54,47.75,0.0,99.09,2.83
1991,4,27,29.28,15.7,11.35,46.62,0.01,99.16,2.77
1991,4,28,30.07,15.6,11.23,44.44,0.0,99.09,2.59
1991,4,29,29.83,16.3,11.78,46.31,0.06,99.0,3.73
1991,4,30,30.17,16.92,12.33,47.62,0.05,98.41,3.79
1991,5,1,30.84,18.79,13.85,51.12,0.47,98.59,2.56
1991,5,2,31.19,20.3,15.2,55.38,0.21,98.57,3.91
1991,5,3,28.76,22.75,17.64,71.06,60.28,98.87,4.35
1991,5,4,27.91,23.57,18.49,78.44,29.46,98.97,4.3
1991,5,5,28.44,23.29,18.19,75.25,0.71,98.87,4.16
1991,5,6,28.08,22.38,17.27,73.38,0.65,98.72,2.62
1991,5,7,29.62,23.0,17.94,69.44,0.74,98.57,4.16
1991,5,8,30.26,22.85,17.76,66.5,1.57,98.72,3.68
1991,5,9,30.51,22.82,17.76,66.12,1.24,98.72,3.3
1991,5,10,30.51,22.52,17.4,64.62,0.19,98.83,4.3
1991,5,11,29.95,22.52,17.33,66.44,0.57,99.03,4.81
1991,5,12,29.73,21.49,16.3,64.06,0.31,99.08,4.93
1991,5,13,30.01,21.26,16.05,61.88,0.19,99.07,3.8
1991,5,14,29.94,19.92,14.77,57.5,0.17,99.18,3.05
1991,5,15,29.67,18.13,13.18,53.0,0.02,99.28,2.09
1991,5,16,29.41,18.05,13.12,53.44,0.39,99.28,2.88
1991,5,17,27.25,19.43,14.28,63.69,0.41,99.19,2.38
1991,5,18,28.4,19.56,14.47,60.5,1.15,98.9,1.94
1991,5,19,27.83,19.33,14.28,62.5,0.06,99.13,2.43
1991,5,20,29.89,18.74,13.73,54.69,0.02,99.3,2.98
1991,5,21,30.94,19.38,14.28,53.31,0.11,99.18,2.35
1991,5,22,30.51,19.97,14.83,55.56,0.1,98.91,3.56
1991,5,23,30.11,20.46,15.38,58.69,0.17,98.55,4.47
1991,5,24,31.48,20.86,15.75,56.12,0.33,98.57,4.11
1991,5,25,30.88,20.38,15.26,56.12,0.0,98.9,2.29
1991,5,26,31.92,20.2,15.08,52.06,0.23,98.87,1.64
1991,5,27,30.79,20.9,15.75,57.0,0.23,98.78,2.12
1991,5,28,31.66,20.84,15.69,54.94,0.11,98.72,2.26
1991,5,29,32.52,20.29,15.2,51.5,0.22,98.79,2.27
1991,5,30,29.21,21.56,16.36,64.12,1.09,98.94,1.83
1991,5,31,28.55,22.91,17.82,72.44,52.51,98.89,2.3
1991,6,1,29.11,21.8,16.6,66.81,1.07,98.94,2.46
1991,6,2,25.7,20.77,15.56,75.56,9.01,98.82,5.37
1991,6,3,28.08,22.26,17.09,72.62,17.89,98.83,3.0
1991,6,4,29.64,22.19,17.03,66.88,5.98,98.98,1.78
1991,6,5,30.41,22.71,17.58,65.56,5.04,99.0,1.95
1991,6,6,29.97,22.85,17.76,67.5,2.32,98.93,2.21
1991,6,7,29.09,22.71,17.58,70.19,0.82,98.73,2.62
1991,6,8,30.41,22.19,17.09,64.44,1.06,98.47,2.74
1991,6,9,30.28,22.73,17.7,66.25,9.57,98.37,2.23
1991,6,10,30.82,22.43,17.4,63.38,3.86,98.44,1.82
1991,6,11,28.43,23.81,18.86,76.62,2.69,98.48,2.55
1991,6,12,29.12,23.51,18.55,73.81,3.48,98.53,3.24
1991,6,13,27.75,24.48,19.59,83.12,11.08,98.66,2.3
1991,6,14,28.38,24.81,19.96,82.12,8.64,98.74,2.5
1991,6,15,29.4,24.51,19.65,77.0,4.25,98.59,2.58
1991,6,16,28.48,25.8,21.3,86.5,47.67,98.26,2.17
1991,6,17,28.81,24.35,19.59,78.5,5.18,98.08,3.9
1991,6,18,29.38,22.78,17.82,69.69,1.18,98.12,1.95
1991,6,19,28.75,24.17,19.29,77.5,8.48,98.31,2.26
1991,6,20,29.53,23.94,18.98,73.62,0.5,98.54,3.71
1991,6,21,30.01,24.15,19.23,72.94,2.34,98.69,4.05
1991,6,22,30.2,24.51,19.65,73.12,4.21,98.65,4.25
1991,6,23,30.84,24.73,19.96,71.12,3.74,98.35,2.71
1991,6,24,30.31,23.56,18.68,69.25,1.43,98.19,3.23
1991,6,25,28.79,23.21,18.19,72.81,0.96,98.38,1.95
1991,6,26,30.9,22.46,17.4,63.25,0.82,98.43,2.04
1991,6,27,31.56,23.09,18.07,62.94,2.28,98.5,1.76
1991,6,28,30.47,24.87,20.08,73.12,30.84,98.63,2.23
1991,6,29,28.12,25.2,20.45,84.69,38.22,98.81,2.52
1991,6,30,28.18,24.66,19.84,82.0,6.94,98.79,2.8
1991,7,1,28.39,25.37,20.69,84.31,5.21,98.6,2.88
1991,7,2,29.5,25.62,21.06,80.75,2.07,98.42,1.84
1991,7,3,28.83,25.11,20.45,81.38,6.53,98.43,2.3
1991,7,4,27.82,25.15,20.51,85.75,20.83,98.36,3.41
1991,7,5,27.33,25.05,20.32,87.75,18.87,98.44,2.56
1991,7,6,27.12,25.15,20.45,89.25,12.09,98.47,2.09
1991,7,7,28.21,25.29,20.63,84.88,5.28,98.46,2.04
1991,7,8,27.46,24.64,19.84,85.06,2.22,98.54,3.06
1991,7,9,28.32,25.06,20.32,83.06,4.86,98.59,2.5
1991,7,10,27.14,25.41,20.75,90.5,45.01,98.75,3.0
1991,7,11,26.99,24.58,19.71,87.12,24.82,98.85,2.62
1991,7,12,27.56,24.93,20.14,86.0,9.18,98.59,3.02
1991,7,13,28.8,25.45,20.87,82.94,3.2,98.35,3.43
1991,7,14,29.67,25.33,20.75,78.88,1.86,98.26,1.95
1991,7,15,29.62,25.48,20.94,79.5,5.42,98.29,1.66
1991,7,16,30.42,25.95,21.48,78.31,10.5,98.48,1.98
1991,7,17,28.12,25.73,21.18,87.31,8.98,98.67,1.82
1991,7,18,27.33,25.44,20.75,89.75,13.51,98.73,1.6
1991,7,19,29.12,25.4,20.75,81.56,5.79,98.67,1.68
1991,7,20,29.83,25.75,21.24,79.69,5.92,98.5,2.2
1991,7,21,30.82,25.62,21.12,74.94,10.62,98.33,2.31
1991,7,22,28.35,25.18,20.51,83.31,3.43,98.44,2.26
1991,7,23,29.12,25.21,20.57,80.25,0.07,98.45,1.21
1991,7,24,29.76,25.31,20.63,78.06,1.5,98.52,1.49
1991,7,25,30.51,26.18,21.79,78.56,0.66,98.37,2.54
1991,7,26,31.62,26.44,22.22,75.19,0.08,98.13,2.23
1991,7,27,32.08,25.88,21.48,71.44,0.51,97.97,2.06
1991,7,28,31.15,25.85,21.42,74.62,3.4,98.16,3.81
1991,7,29,30.13,25.98,21.55,79.5,2.97,98.43,2.63
1991,7,30,29.48,25.32,20.63,79.19,2.24,98.47,4.29
1991,7,31,29.51,25.29,20.63,79.31,1.83,98.35,4.28
1991,8,1,29.05,25.68,21.12,82.81,0.27,98.39,2.84
1991,8,2,28.07,25.65,21.06,87.06,5.61,98.57,1.98
1991,8,3,27.22,25.21,20.45,89.0,28.19,98.77,2.1
1991,8,4,28.12,25.37,20.63,85.56,49.71,98.88,2.47
1991,8,5,28.48,25.54,20.87,84.88,13.52,98.72,1.93
1991,8,6,28.02,25.08,20.32,84.69,5.0,98.74,1.48
1991,8,7,28.44,25.1,20.39,82.56,80.49,98.72,1.88
1991,8,8,28.08,25.26,20.57,85.25,42.94,98.64,2.48
1991,8,9,27.44,24.62,19.78,85.12,9.67,98.57,2.03
1991,8,10,27.53,24.84,20.08,85.81,8.4,98.47,2.41
1991,8,11,28.31,24.88,20.14,82.5,3.93,98.45,2.09
1991,8,12,29.76,25.84,21.36,80.31,7.89,98.32,2.8
1991,8,13,29.58,25.57,21.06,79.75,0.96,98.31,1.79
1991,8,14,28.39,25.64,21.06,85.5,1.36,98.49,1.96
1991,8,15,27.68,25.24,20.57,87.06,22.58,98.61,1.43
1991,8,16,27.05,24.58,19.71,86.81,14.02,98.83,4.25
1991,8,17,28.35,23.59,18.55,76.31,4.83,98.8,1.6
1991,8,18,29.3,24.3,19.41,75.38,2.51,98.68,2.26
1991,8,19,29.62,24.94,20.2,77.06,1.04,98.55,2.26
1991,8,20,29.95,25.17,20.51,76.81,3.45,98.44,2.82
1991,8,21,30.44,25.38,20.75,75.31,0.16,98.51,3.79
1991,8,22,29.75,25.32,20.63,77.69,0.1,98.72,2.71
1991,8,23,29.46,24.85,20.02,77.62,0.27,98.76,2.64
1991,8,24,29.02,25.12,20.45,80.56,1.52,98.57,1.78
1991,8,25,28.08,25.27,20.63,85.19,2.63,98.44,1.78
1991,8,26,28.51,25.62,21.06,84.88,55.69,98.58,2.66
1991,8,27,27.46,25.15,20.39,87.56,13.81,98.85,4.52
1991,8,28,28.82,24.39,19.53,78.06,1.13,98.74,3.19
1991,8,29,28.9,24.51,19.65,78.25,0.78,98.83,2.93
1991,8,30,29.64,24.19,19.29,73.62,0.67,98.82,2.41
1991,8,31,28.49,24.8,19.96,81.12,1.34,98.9,2.57
1991,9,1,28.26,24.57,19.65,81.06,4.65,99.11,1.2
1991,9,2,26.73,24.64,19.71,88.62,12.26,99.05,1.79
1991,9,3,26.68,24.71,19.84,89.19,5.53,98.9,2.24
1991,9,4,25.87,24.52,19.59,92.38,18.21,98.97,3.84
1991,9,5,26.15,24.08,19.04,88.56,9.84,99.2,3.13
1991,9,6,26.78,23.62,18.55,83.25,8.95,99.08,1.48
1991,9,7,27.18,23.93,18.92,83.31,3.82,98.83,1.78
1991,9,8,27.3,24.38,19.47,84.81,2.43,98.9,1.55
1991,9,9,26.2,24.79,19.9,92.06,4.09,98.99,2.73
1991,9,10,28.02,24.44,19.47,81.94,1.39,99.1,1.71
1991,9,11,28.12,24.73,19.84,82.56,14.8,99.18,1.65
1991,9,12,26.86,24.9,20.02,89.19,4.63,99.24,1.97
1991,9,13,28.3,24.08,19.04,78.5,2.87,99.2,1.18
1991,9,14,26.12,24.23,19.23,89.62,29.18,99.29,2.59
1991,9,15,26.9,24.22,19.23,85.94,11.92,99.23,2.14
1991,9,16,27.26,23.74,18.68,82.12,28.07,99.24,1.5
1991,9,17,27.08,23.52,18.43,81.62,4.16,99.17,1.45
1991,9,18,27.35,23.83,18.86,82.12,0.55,98.83,1.64
1991,9,19,27.76,24.65,19.78,83.88,1.33,98.79,1.67
1991,9,20,27.47,24.4,19.47,84.06,2.27,99.02,1.66
1991,9,21,26.33,24.25,19.23,88.62,0.81,99.15,2.23
1991,9,22,27.41,24.5,19.59,84.88,0.72,99.01,1.85
1991,9,23,26.88,24.44,19.53,87.06,0.52,98.95,1.71
1991,9,24,25.64,23.9,18.92,90.31,22.06,98.88,2.46
1991,9,25,25.35,23.88,18.86,91.81,16.45,98.98,2.3
1991,9,26,25.22,23.33,18.19,89.56,8.17,99.13,2.22
1991,9,27,26.64,23.79,18.74,85.06,1.07,99.14,2.12
1991,9,28,26.8,22.87,17.7,80.06,0.1,99.22,1.55
1991,9,29,26.96,22.81,17.64,79.12,0.0,99.12,1.71
1991,9,30,27.19,23.1,18.01,79.19,0.0,99.02,1.47
1991,10,1,26.87,23.24,18.13,81.5,2.53,99.08,1.62
1991,10,2,26.67,23.05,17.88,81.56,0.38,99.18,1.96
1991,10,3,26.25,21.91,16.66,78.12,0.02,99.17,1.84
1991,10,4,26.58,21.15,15.93,73.31,0.05,99.2,1.35
1991,10,5,26.27,21.04,15.81,74.19,0.12,99.23,1.04
1991,10,6,26.48,22.08,16.91,77.56,0.82,99.17,1.23
1991,10,7,26.28,22.74,17.58,81.69,14.89,99.13,1.36
1991,10,8,26.09,23.12,18.01,84.25,11.8,99.09,1.78
1991,10,9,25.41,22.44,17.21,84.25,3.35,99.17,2.31
1991,10,10,24.8,20.85,15.62,79.88,5.99,99.22,1.73
1991,10,11,25.79,20.89,15.69,75.06,1.11,99.12,1.42
1991,10,12,26.01,21.54,16.36,77.06,0.04,99.07,1.73
1991,10,13,23.06,20.9,15.69,87.94,4.32,99.15,3.28
1991,10,14,21.79,20.51,15.26,92.5,66.44,99.3,7.38
1991,10,15,22.33,20.74,15.44,90.75,30.22,99.65,5.26
1991,10,16,24.08,21.83,16.54,87.75,5.48,99.63,2.9
1991,10,17,24.44,21.74,16.48,85.38,1.64,99.58,2.3
1991,10,18,23.76,20.3,15.01,81.94,0.02,99.67,2.02
1991,10,19,23.22,20.07,14.83,83.5,0.01,99.68,1.99
1991,10,20,23.4,19.13,13.98,78.06,0.14,99.54,1.45
1991,10,21,22.82,18.62,13.55,78.62,0.0,99.64,1.68
1991,10,22,22.72,19.48,14.34,83.19,0.0,99.73,2.79
1991,10,23,22.53,19.08,13.98,81.75,0.0,99.68,2.77
1991,10,24,23.29,18.87,13.79,77.38,0.0,99.58,2.48
1991,10,25,23.57,18.84,13.79,76.19,0.01,99.44,1.75
1991,10,26,22.97,19.43,14.28,81.38,0.01,99.54,2.62
1991,10,27,22.87,19.13,13.98,80.75,0.0,99.73,2.9
1991,10,28,22.87,19.12,14.04,80.44,0.25,99.54,2.95
1991,10,29,22.17,19.06,13.92,83.38,1.21,99.54,3.16
1991,10,30,22.56,19.14,13.98,82.0,0.1,99.57,3.19
1991,10,31,21.89,19.65,14.47,87.69,0.39,99.45,3.58
1991,11,1,21.97,18.65,13.61,82.94,0.02,99.39,1.85
1991,11,2,21.83,17.65,12.7,77.88,0.59,99.64,1.39
1991,11,3,20.98,18.04,13.06,84.38,0.0,99.69,2.47
1991,11,4,20.95,17.12,12.39,79.88,0.0,99.56,2.45
1991,11,5,20.87,16.35,11.78,76.62,0.0,99.58,2.02
1991,11,6,20.76,15.96,11.41,75.19,0.14,99.96,1.7
1991,11,7,20.01,16.69,11.96,82.44,1.79,100.0,2.21
1991,11,8,20.06,16.73,12.02,82.38,0.0,99.78,2.28
1991,11,9,19.9,16.55,11.84,82.25,0.0,99.9,2.54
1991,11,10,20.19,16.44,11.78,80.12,0.0,100.02,2.5
1991,11,11,19.55,15.82,11.29,80.5,0.16,100.09,2.83
1991,11,12,19.25,14.87,10.62,76.94,0.01,99.99,2.66
1991,11,13,18.98,14.69,10.5,77.5,0.0,100.14,2.45
1991,11,14,18.98,15.3,10.93,80.62,0.0,100.13,3.22
1991,11,15,19.12,15.59,11.17,81.25,0.0,100.04,3.07
1991,11,16,19.4,16.08,11.47,82.31,0.0,100.15,2.74
1991,11,17,18.73,15.88,11.35,84.56,0.0,100.18,2.93
1991,11,18,19.05,15.36,10.99,80.5,0.0,100.09,2.22
1991,11,19,18.66,14.87,10.62,79.75,0.0,99.91,1.97
1991,11,20,17.85,13.81,9.95,78.81,0.0,99.9,2.58
1991,11,21,18.0,12.15,8.97,69.62,0.33,99.94,1.8
1991,11,22,17.28,13.74,9.89,80.75,1.65,100.1,2.75
1991,11,23,16.98,13.62,9.77,82.0,0.0,100.2,2.98
1991,11,24,17.07,13.41,9.64,80.25,0.0,100.18,2.96
1991,11,25,17.36,12.93,9.4,76.69,0.0,100.05,2.68
1991,11,26,18.01,13.48,9.7,75.81,0.0,100.07,2.28
1991,11,27,17.57,14.44,10.31,82.94,0.0,99.92,2.34
1991,11,28,17.33,14.58,10.44,85.12,0.42,99.72,2.17
1991,11,29,17.03,14.02,10.07,84.0,0.01,99.74,2.19
1991,11,30,16.36,12.94,9.4,81.62,0.0,99.69,2.16
1991,12,1,15.88,10.9,8.18,73.94,0.05,99.81,1.84
1991,12,2,15.02,10.76,8.12,77.62,0.04,100.03,2.52
1991,12,3,15.6,11.83,8.73,79.44,0.0,100.2,2.23
1991,12,4,15.51,11.73,8.67,79.81,0.0,100.23,2.62
1991,12,5,14.94,11.0,8.24,79.06,0.0,100.18,3.3
1991,12,6,15.01,10.89,8.18,78.19,0.0,100.35,3.09
1991,12,7,15.65,11.33,8.42,77.12,0.0,100.37,3.26
1991,12,8,16.44,10.83,8.18,70.62,0.0,100.37,3.02
1991,12,9,16.83,11.4,8.48,71.62,0.0,100.3,2.94
1991,12,10,17.62,12.92,9.34,75.06,0.0,100.35,2.34
1991,12,11,17.21,13.25,9.52,78.44,0.0,100.4,2.6
1991,12,12,16.94,13.95,9.95,82.88,0.0,100.4,2.85
1991,12,13,16.3,12.6,9.16,80.62,0.0,100.29,3.21
1991,12,14,16.16,11.83,8.67,77.38,0.0,100.3,3.3
1991,12,15,16.14,11.4,8.48,75.06,0.0,100.26,3.01
1991,12,16,16.39,11.72,8.67,75.69,0.0,100.12,2.62
1991,12,17,16.45,11.71,8.67,74.94,0.0,100.01,2.74
1991,12,18,16.19,11.33,8.48,74.44,0.0,99.93,2.83
1991,12,19,16.05,11.84,8.73,77.69,0.0,99.85,2.82
1991,12,20,16.19,12.45,9.03,80.31,0.0,99.91,2.47
1991,12,21,16.3,12.21,8.91,78.44,0.0,99.84,2.52
1991,12,22,16.6,11.94,8.79,75.12,0.0,99.8,2.27
1991,12,23,16.09,12.37,9.03,79.81,0.08,99.76,2.4
1991,12,24,16.39,13.33,9.64,82.94,0.5,99.84,3.48
1991,12,25,14.27,12.63,9.22,90.06,4.17,99.76,4.79
1991,12,26,13.4,11.11,8.3,86.62,5.39,99.56,1.98
1991,12,27,13.83,10.01,7.75,78.56,0.54,99.54,1.87
1991,12,28,13.11,9.49,7.45,80.25,2.69,99.91,1.7
1991,12,29,13.26,9.26,7.32,78.06,0.35,99.99,1.95
1991,12,30,12.95,7.75,6.59,72.25,0.0,100.01,1.56
1991,12,31,12.55,7.51,6.47,73.38,0.0,100.1,1.94
1992,1,1,11.8,6.29,5.98,71.0,0.0,100.28,2.3
1992,1,2,11.38,6.65,6.1,74.56,0.0,100.47,2.69
1992,1,3,11.8,6.59,6.1,73.38,0.0,100.41,2.97
1992,1,4,12.51,6.62,6.1,69.25,0.0,100.36,2.78
1992,1,5,12.2,7.06,6.29,73.88,0.0,100.01,3.55
1992,1,6,13.01,7.71,6.59,72.44,0.0,99.77,2.6
1992,1,7,13.87,8.37,6.9,71.56,0.0,99.94,2.4
1992,1,8,14.61,8.23,6.84,67.31,0.0,99.91,1.95
1992,1,9,15.38,8.94,7.14,66.81,0.0,100.21,1.51
1992,1,10,14.32,9.87,7.63,76.5,0.0,100.27,2.75
1992,1,11,14.33,9.73,7.57,75.69,0.0,100.14,2.73
1992,1,12,14.33,9.76,7.57,75.19,0.51,100.08,2.6
1992,1,13,13.66,9.55,7.45,78.31,0.08,100.31,3.98
1992,1,14,13.96,9.93,7.69,78.88,2.18,100.15,3.29
1992,1,15,14.86,10.04,7.75,74.38,0.0,99.99,2.1
1992,1,16,14.76,10.83,8.12,79.19,0.0,100.05,2.42
1992,1,17,14.2,8.84,7.14,72.88,0.06,100.06,2.7
1992,1,18,14.12,9.3,7.32,75.12,1.03,100.26,2.5
1992,1,19,14.56,10.63,8.06,79.12,0.0,100.18,2.53
1992,1,20,15.39,10.4,7.87,74.06,0.0,100.18,2.3
1992,1,21,15.36,11.02,8.24,77.12,0.0,100.25,3.0
1992,1,22,15.4,10.13,7.75,73.12,0.0,100.34,2.62
1992,1,23,15.51,10.12,7.75,71.88,0.5,100.21,2.26
1992,1,24,14.65,10.33,7.87,77.5,4.46,100.06,2.59
1992,1,25,14.76,10.59,8.0,78.25,0.0,100.01,2.55
1992,1,26,15.65,11.34,8.42,77.31,0.0,100.05,2.58
1992,1,27,16.23,11.44,8.48,75.88,0.0,100.06,2.86
1992,1,28,16.37,11.55,8.54,75.31,0.0,100.11,2.46
1992,1,29,16.98,12.1,8.85,75.19,0.0,100.12,2.38
1992,1,30,17.51,12.71,9.22,75.81,0.0,100.07,2.27
1992,1,31,17.6,12.26,8.97,73.19,0.11,99.76,2.65
1992,2,1,17.44,11.19,8.36,68.12,10.07,99.5,2.33
1992,2,2,16.88,9.97,7.69,65.69,0.07,99.67,2.93
1992,2,3,15.01,7.79,6.65,64.19,0.73,99.85,2.99
1992,2,4,13.67,7.09,6.35,67.12,0.26,100.06,2.51
1992,2,5,14.26,7.68,6.59,68.0,0.64,100.04,2.76
1992,2,6,14.82,7.54,6.53,64.56,0.0,100.06,2.34
1992,2,7,15.01,8.24,6.84,66.81,0.0,99.9,2.98
1992,2,8,15.87,8.23,6.84,62.88,0.01,99.48,2.98
1992,2,9,15.01,7.78,6.65,64.56,0.93,99.68,2.6
1992,2,10,14.88,8.83,7.14,69.94,1.72,99.73,3.03
1992,2,11,14.44,7.29,6.41,65.25,0.07,99.78,2.43
1992,2,12,14.73,7.15,6.35,63.5,0.0,99.82,2.09
1992,2,13,15.44,7.94,6.71,63.12,0.0,99.65,2.12
1992,2,14,14.6,6.59,6.16,62.25,0.02,99.47,3.37
1992,2,15,15.65,7.33,6.47,60.44,0.31,99.44,3.3
1992,2,16,15.12,7.35,6.47,62.75,0.2,99.48,3.02
1992,2,17,14.19,5.69,5.74,59.75,0.12,99.43,3.23
1992,2,18,15.09,4.33,5.25,51.62,0.01,99.29,3.0
1992,2,19,14.87,4.92,5.49,53.88,0.15,99.72,2.77
1992,2,20,14.45,4.53,5.31,55.44,0.26,99.67,2.98
1992,2,21,15.69,5.56,5.74,53.88,0.02,99.74,3.43
1992,2,22,16.75,8.55,7.02,61.31,0.33,99.97,2.77
1992,2,23,17.39,9.2,7.32,61.12,0.39,100.11,3.2
1992,2,24,17.3,8.2,6.84,57.69,4.02,100.1,3.04
1992,2,25,17.14,6.94,6.29,54.12,7.45,100.11,2.7
1992,2,26,16.35,7.37,6.47,58.25,0.21,100.14,2.81
1992,2,27,15.76,6.49,6.1,56.62,0.19,99.81,2.23
1992,2,28,16.59,6.43,6.1,54.44,0.01,99.69,2.94
1992,2,29,17.32,8.66,7.08,59.62,0.07,99.6,2.53
1992,3,1,18.35,10.24,7.87,61.88,0.18,99.56,3.17
1992,3,2,18.86,11.16,8.36,63.44,0.05,99.38,2.77
1992,3,3,18.65,9.74,7.63,59.81,0.26,99.29,2.93
1992,3,4,18.24,6.29,6.04,49.56,0.26,99.33,3.27
1992,3,5,18.0,6.88,6.29,51.44,0.49,99.5,3.62
1992,3,6,19.16,7.98,6.77,51.38,0.05,99.32,3.52
1992,3,7,21.8,8.83,7.2,45.75,0.1,99.32,2.84
1992,3,8,20.34,7.15,6.41,46.31,0.21,99.49,3.27
1992,3,9,18.58,5.08,5.55,45.31,0.0,99.62,3.15
1992,3,10,18.56,5.74,5.8,46.69,0.0,99.63,3.35
1992,3,11,18.98,6.26,5.98,47.19,0.03,99.68,3.06
1992,3,12,19.67,7.53,6.53,48.75,0.02,99.89,3.49
1992,3,13,19.9,8.94,7.2,52.75,0.42,99.86,3.66
1992,3,14,21.27,9.93,7.69,51.69,0.0,99.6,3.06
1992,3,15,23.12,11.12,8.42,49.81,1.96,99.14,4.04
1992,3,16,21.64,7.48,6.65,44.56,0.08,99.11,4.1
1992,3,17,20.95,6.72,6.23,43.25,0.37,99.41,3.16
1992,3,18,21.37,6.38,6.1,41.06,0.12,99.21,3.74
1992,3,19,21.33,8.3,6.96,46.44,0.02,99.35,2.87
1992,3,20,22.8,11.94,8.91,52.69,1.31,99.61,3.45
1992,3,21,23.64,15.26,10.99,60.75,4.91,99.4,3.4
1992,3,22,24.41,14.28,10.31,55.25,1.05,99.35,3.5
1992,3,23,24.05,12.34,9.09,50.38,6.92,99.03,3.68
1992,3,24,24.38,13.05,9.58,52.38,18.49,98.64,4.48
1992,3,25,25.17,13.62,9.95,51.88,0.01,98.8,4.09
1992,3,26,25.15,12.19,9.03,46.81,0.13,99.08,2.76
1992,3,27,23.98,12.51,9.22,51.62,0.0,99.05,2.75
1992,3,28,25.0,13.0,9.52,51.19,0.15,99.01,3.23
1992,3,29,24.96,12.88,9.46,50.5,0.0,98.84,3.12
1992,3,30,26.45,12.44,9.22,44.44,0.06,98.8,3.2
1992,3,31,26.26,11.71,8.73,42.88,0.11,99.09,4.01
1992,4,1,24.76,10.32,8.0,43.12,0.0,99.2,3.05
1992,4,2,24.03,9.23,7.39,42.81,0.01,99.38,2.92
1992,4,3,23.97,9.57,7.57,44.69,0.1,99.36,3.27
1992,4,4,24.51,9.73,7.63,42.88,0.0,99.18,3.17
1992,4,5,24.96,10.22,7.93,43.0,0.03,99.0,3.3
1992,4,6,25.55,11.41,8.61,44.81,0.03,98.97,3.12
1992,4,7,26.01,12.83,9.4,46.38,0.89,98.81,3.56
1992,4,8,26.1,15.61,11.29,55.06,17.04,98.99,2.8
1992,4,9,25.13,14.0,10.13,53.12,0.69,99.02,2.91
1992,4,10,25.99,14.77,10.68,53.5,0.0,99.06,3.51
1992,4,11,27.51,14.44,10.5,48.19,0.02,98.99,3.01
1992,4,12,28.21,14.67,10.56,46.44,0.02,99.09,2.92
1992,4,13,28.13,15.23,10.99,48.19,0.12,98.98,3.33
1992,4,14,27.81,12.3,9.16,42.25,0.52,98.92,2.74
1992,4,15,28.35,12.05,8.97,39.19,0.19,99.02,3.08
1992,4,16,27.67,10.91,8.3,37.75,0.01,99.03,3.29
1992,4,17,27.91,12.44,9.22,40.56,0.04,98.95,3.99
1992,4,18,27.23,10.7,8.18,38.88,0.15,99.2,2.94
1992,4,19,27.71,14.49,10.5,47.12,5.43,99.3,3.0
1992,4,20,26.94,17.63,12.76,58.38,25.46,99.35,3.34
1992,4,21,27.83,17.83,12.94,57.69,5.94,99.27,2.81
1992,4,22,28.28,17.66,12.82,55.31,3.98,98.99,2.6
1992,4,23,28.27,17.34,12.57,54.19,1.47,98.86,3.44
1992,4,24,27.64,15.3,11.05,49.56,19.63,99.27,2.78
1992,4,25,27.86,15.39,11.05,49.12,0.03,99.59,2.85
1992,4,26,27.44,16.38,11.78,54.06,0.66,99.48,2.88
1992,4,27,27.64,16.82,12.15,54.81,2.79,99.3,2.45
1992,4,28,26.09,17.11,12.39,59.62,3.22,99.27,2.54
1992,4,29,25.26,18.84,13.73,68.94,22.04,99.44,2.53
1992,4,30,27.45,18.06,13.12,59.38,0.39,99.34,2.43
1992,5,1,26.73,18.69,13.67,63.75,4.38,99.11,2.16
1992,5,2,25.57,18.1,13.18,65.25,2.77,99.01,1.96
1992,5,3,25.37,17.72,12.88,64.06,0.34,98.98,2.93
